9.649577912134992630e+01,-2.321017384427282337e+01,9.659730678747001775e+01,1.094636094082051727e+02,2.733043568221456354e+01,3.984540231506173313e+01,2.785346574082863125e-01,3.753313376690248782e-01,2.293234874407058754e+01,1.318302781529531842e+00
8.218084285271169165e+01,-2.284532637107783870e+01,1.046998568734232009e+02,1.116490220430482765e+02,3.957390153652703901e+01,3.512805511703141548e+01,3.208177093489401055e-01,4.039834446311544869e-01,-2.196106498838856780e+01,9.737293825255062529e+01
7.238181683358656926e+01,-2.283272039874210435e+01,6.286161420060579275e+01,9.860155124842192720e+01,2.407498450610765772e+01,3.795941169902697965e+01,4.188842618583190625e-01,3.680676133308166675e-01,-1.039373196898238305e+01,4.436213616832618811e+01
7.463075303244194458e+01,-2.391772238597503986e+01,1.076926876554730654e+02,9.437763107079845781e+01,4.645728843004943798e+01,4.547731057218580730e+01,1.156880708119433221e-01,2.808965734235047140e-01,3.517786428671811905e+01,6.904455422964075240e+01
8.406347293871519355e+01,-2.251811052957301840e+01,7.212188523120642003e+01,9.733459788273754043e+01,3.442497813181435617e+01,2.272635084572729980e+01,2.463680983721673323e-01,4.197518800047764231e-01,2.211705625537512532e+01,2.211412212554002821e+01
8.139699863587237871e+01,-2.204955808525387440e+01,1.097396383444069130e+02,9.678176963114900389e+01,2.017501590368118158e+01,3.601399695760189701e+01,2.329516444323300184e-01,3.607258281956467472e-01,-9.049302088171517156e+00,3.567313302305881706e+01
9.838112679399138472e+01,-2.223129060247947564e+01,1.237979518554909646e+02,9.073184634889933875e+01,2.714247110786051920e+01,2.601702874086727491e+01,3.452499916809836922e-01,3.340473253204913062e-01,4.278112865292087008e+01,1.867831163022032825e+01
7.968839925665490398e+01,-2.462590524119894297e+01,1.005397023729902344e+02,1.046093322758112123e+02,2.099148284198018288e+01,3.813007775133313970e+01,3.521119191331170128e-01,2.128716147276799864e-01,1.990863659860881540e+01,9.957009438760736941e+01
9.485335832678923396e+01,-2.041398890569653446e+01,1.123626656223198097e+02,1.064353421881777138e+02,3.396306781541215258e+01,2.570466706616403485e+01,2.747334509515236278e-01,3.181435528800667933e-01,-1.811627428388100469e+01,1.441408767099103727e+01
8.223744152424467302e+01,-2.131067467060962528e+01,9.271762178506898522e+01,1.043148397952783313e+02,3.151842517289918177e+01,3.444822983567803476e+01,3.110316401553449017e-01,2.042166898102885930e-01,8.614114298056263408e+01,6.151701931933736489e+00
8.591820742583966819e+01,-2.356413462906892420e+01,1.040143757431286815e+02,1.268885092717486742e+02,1.647592599595328267e+01,2.512940754845427094e+01,5.435789222070060989e-01,2.287287459179999094e-01,1.752298878536404914e+01,3.098555132679726398e+01
9.391566744998797844e+01,-2.216531451373167982e+01,1.046659652918965691e+02,1.015034640773817074e+02,3.550160360476547083e+01,1.950472278308447116e+01,3.017270415198225475e-01,3.696508514574997073e-01,3.503887079840222185e+01,-1.103915591213047875e+01
8.119818822037301231e+01,-2.531889945304981282e+01,8.953985336300291920e+01,9.547755063423215915e+01,1.851348103557705116e+01,3.342536257966842328e+01,2.954381309475717643e-01,2.829729870140788028e-01,7.090141606290028164e+01,2.263657467738885032e+01
8.655802871485295213e+01,-2.381192487635608401e+01,1.056987542135023546e+02,1.004227354507672771e+02,3.542169820142455450e+01,2.635315035750585011e+01,3.815155455030794229e-01,1.682718624656889261e-01,6.710075350076235168e+01,7.879240851455470818e+00
8.638257208147786059e+01,-2.194215290869992430e+01,1.074887275348335720e+02,1.049098973966629131e+02,2.821717382732759916e+01,2.953322362426025904e+01,3.004182490548540918e-01,2.574845690888792893e-01,-1.365465577753909088e+01,8.855821023392131508e+00
7.705475764626496016e+01,-2.544311491114803303e+01,1.236716459899533334e+02,6.345582423154381502e+01,3.993670334095708796e+01,2.539966463334678792e+01,1.631566591500271668e-01,3.980017905573757231e-01,6.826684487037850602e+01,5.847601976030796322e+01
8.484358805990225960e+01,-2.366855074700407968e+01,8.765621566191883574e+01,9.962091662890040311e+01,2.307672572361360253e+01,2.537716252428343822e+01,2.291567499212060210e-01,3.885985149468836330e-01,5.058083463787865242e+01,6.036531425667412520e+01
9.139460710506571672e+01,-2.304128686391926095e+01,1.004405407711505092e+02,1.246590531928850112e+02,3.817230526296214776e+01,5.011066854972171569e+01,3.017025700867568272e-01,2.508762918170460154e-01,7.202721865779199106e+01,-2.212478715391471695e+01
8.303263761604939930e+01,-2.431333575027371907e+01,9.723420068855536158e+01,8.937816571751415040e+01,4.569308390843251289e+01,2.746500896963906868e+01,3.202315385527006453e-01,3.202737966351928978e-01,-1.560529792023071138e+01,5.949150261785177918e+01
8.677218860004943224e+01,-2.268262880812988413e+01,1.083318905062644291e+02,1.019601081600925880e+02,2.996951140768645061e+01,1.829928714550522884e+01,1.731074021169319022e-01,3.653225503826380560e-01,6.159029198068347455e+01,5.165982413062775436e+01
8.296246662006316797e+01,-2.260103561326751631e+01,9.183569234451530860e+01,1.181740039090373813e+02,2.555805371985869456e+01,2.732342466843866902e+01,3.006633059883563330e-01,2.730556390621134422e-01,5.809682066544104373e+01,6.935338446873483065e+01
8.657164385529644335e+01,-2.320106537383042777e+01,1.063920379482658944e+02,1.041716269081269957e+02,1.797163308175360541e+01,2.199530036505868225e+01,2.243946162913705300e-01,3.815009650185457457e-01,4.295510458069098547e+01,-2.063823834573356564e+01
9.654144421965482081e+01,-2.262001393221328982e+01,9.467793244637888961e+01,9.564237730814366500e+01,2.469590824242862226e+01,2.037793356036403125e+01,1.872555057151161217e-01,3.433082090980708601e-01,9.156003184741220480e+01,9.815075447767458172e+01
7.996320866631702984e+01,-2.472794671655834620e+01,8.931229638546362537e+01,9.786692283062394893e+01,2.253478639214919355e+01,2.918718182317948617e+01,2.623294123961779079e-01,2.463041300508701237e-01,1.990824614016497662e+01,-2.140973894183946413e+01
8.154422342046191829e+01,-2.487108577779471474e+01,9.667692447950621215e+01,9.141010467474869472e+01,3.135016234833058846e+01,4.016789538587655528e+01,2.781898523230001419e-01,3.001783831035919059e-01,6.641023927927716386e+01,6.122435776854221956e+01
8.228236283312185151e+01,-2.247745460561360886e+01,1.054669093196032321e+02,9.822576046144507700e+01,4.194183277914769548e+01,5.169152993492297554e+01,3.358954772965646041e-01,2.910448915165101957e-01,2.393273935221177595e+01,1.305774781048877031e+01
8.916274463782038140e+01,-2.223006193648261331e+01,1.009576198906266455e+02,1.078851430148163359e+02,2.208709710780600943e+01,3.595105422469374901e+01,2.371919772426770989e-01,2.220747253492271200e-01,1.892942044321731743e+01,3.483818982048133961e+01
9.808565281655181423e+01,-1.938805150165425317e+01,9.708579744153456659e+01,9.188522665456775940e+01,3.358550649666975829e+01,2.163863928462412645e+01,4.404934565874882302e-01,2.305534422751314705e-01,5.481065698344032455e+00,3.988002042447379125e+01
8.806553946754108608e+01,-2.475846630403572135e+01,9.278482261610702153e+01,1.096787995599383265e+02,3.945247184564654219e+01,4.788092402849454743e+01,2.822937298668932171e-01,2.222925429531372732e-01,6.063232858534995273e+00,9.400501237030681523e+01
